,orderid,customerid,employeeid,orderdate,shippeddate,shipvia,freight,productid,unitprice,quantity,discount
981,10620,LAUGB,2,1997-08-05,1997-08-14,3,0.94,24,4.5,5,0
982,10620,LAUGB,2,1997-08-05,1997-08-14,3,0.94,52,7,5,0
983,10621,ISLAT,4,1997-08-05,1997-08-11,2,23.73,19,9.2,5,0
984,10621,ISLAT,4,1997-08-05,1997-08-11,2,23.73,23,9,10,0
985,10621,ISLAT,4,1997-08-05,1997-08-11,2,23.73,70,15,20,0
986,10621,ISLAT,4,1997-08-05,1997-08-11,2,23.73,71,21.5,15,0
987,10622,RICAR,4,1997-08-06,1997-08-11,3,50.97,2,19,20,0
988,10622,RICAR,4,1997-08-06,1997-08-11,3,50.97,68,12.5,18,0.2
989,10623,FRANK,8,1997-08-07,1997-08-12,2,97.18,14,23.25,21,0
990,10623,FRANK,8,1997-08-07,1997-08-12,2,97.18,19,9.2,15,0.1
991,10623,FRANK,8,1997-08-07,1997-08-12,2,97.18,21,10,25,0.1
992,10623,FRANK,8,1997-08-07,1997-08-12,2,97.18,24,4.5,3,0
993,10623,FRANK,8,1997-08-07,1997-08-12,2,97.18,35,18,30,0.1
994,10624,THECR,4,1997-08-07,1997-08-19,2,94.8,28,45.6,10,0
995,10624,THECR,4,1997-08-07,1997-08-19,2,94.8,29,123.79,6,0
996,10624,THECR,4,1997-08-07,1997-08-19,2,94.8,44,19.45,10,0
997,10625,ANATR,3,1997-08-08,1997-08-14,1,43.9,14,23.25,3,0
998,10625,ANATR,3,1997-08-08,1997-08-14,1,43.9,42,14,5,0
999,10625,ANATR,3,1997-08-08,1997-08-14,1,43.9,60,34,10,0
1000,10626,BERGS,1,1997-08-11,1997-08-20,2,138.69,53,32.8,12,0
1001,10626,BERGS,1,1997-08-11,1997-08-20,2,138.69,60,34,20,0
1002,10626,BERGS,1,1997-08-11,1997-08-20,2,138.69,71,21.5,20,0
1003,10627,SAVEA,8,1997-08-11,1997-08-21,3,107.46,62,49.3,15,0
1004,10627,SAVEA,8,1997-08-11,1997-08-21,3,107.46,73,15,35,0.15
1005,10628,BLONP,4,1997-08-12,1997-08-20,3,30.36,1,18,25,0
1006,10629,GODOS,4,1997-08-12,1997-08-20,3,85.46,29,123.79,20,0
1007,10629,GODOS,4,1997-08-12,1997-08-20,3,85.46,64,33.25,9,0
1008,10630,KOENE,1,1997-08-13,1997-08-19,2,32.35,55,24,12,0.05
1009,10630,KOENE,1,1997-08-13,1997-08-19,2,32.35,76,18,35,0
1010,10631,LAMAI,8,1997-08-14,1997-08-15,1,0.87,75,7.75,8,0.1
1011,10632,WANDK,8,1997-08-14,1997-08-19,1,41.38,2,19,30,0.05
1012,10632,WANDK,8,1997-08-14,1997-08-19,1,41.38,33,2.5,20,0.05
1013,10633,ERNSH,7,1997-08-15,1997-08-18,3,477.9,12,38,36,0.15
1014,10633,ERNSH,7,1997-08-15,1997-08-18,3,477.9,13,6,13,0.15
1015,10633,ERNSH,7,1997-08-15,1997-08-18,3,477.9,26,31.23,35,0.15
1016,10633,ERNSH,7,1997-08-15,1997-08-18,3,477.9,62,49.3,80,0.15
1017,10634,FOLIG,4,1997-08-15,1997-08-21,3,487.38,7,30,35,0
1018,10634,FOLIG,4,1997-08-15,1997-08-21,3,487.38,18,62.5,50,0
1019,10634,FOLIG,4,1997-08-15,1997-08-21,3,487.38,51,53,15,0
1020,10634,FOLIG,4,1997-08-15,1997-08-21,3,487.38,75,7.75,2,0
1021,10635,MAGAA,8,1997-08-18,1997-08-21,3,47.46,4,22,10,0.1
1022,10635,MAGAA,8,1997-08-18,1997-08-21,3,47.46,5,21.35,15,0.1
1023,10635,MAGAA,8,1997-08-18,1997-08-21,3,47.46,22,21,40,0
1024,10636,WARTH,4,1997-08-19,1997-08-26,1,1.15,4,22,25,0
1025,10636,WARTH,4,1997-08-19,1997-08-26,1,1.15,58,13.25,6,0
1026,10637,QUEEN,6,1997-08-19,1997-08-26,1,201.29,11,21,10,0
1027,10637,QUEEN,6,1997-08-19,1997-08-26,1,201.29,50,16.25,25,0.05
1028,10637,QUEEN,6,1997-08-19,1997-08-26,1,201.29,56,38,60,0.05
1029,10638,LINOD,3,1997-08-20,1997-09-01,1,158.44,45,9.5,20,0
1030,10638,LINOD,3,1997-08-20,1997-09-01,1,158.44,65,21.05,21,0
1031,10638,LINOD,3,1997-08-20,1997-09-01,1,158.44,72,34.8,60,0
1032,10639,SANTG,7,1997-08-20,1997-08-27,3,38.64,18,62.5,8,0
1033,10640,WANDK,4,1997-08-21,1997-08-28,1,23.55,69,36,20,0.25
1034,10640,WANDK,4,1997-08-21,1997-08-28,1,23.55,70,15,15,0.25
1035,10641,HILAA,4,1997-08-22,1997-08-26,2,179.61,2,19,50,0
1036,10641,HILAA,4,1997-08-22,1997-08-26,2,179.61,40,18.4,60,0
1037,10642,SIMOB,7,1997-08-22,1997-09-05,3,41.89,21,10,30,0.2
1038,10642,SIMOB,7,1997-08-22,1997-09-05,3,41.89,61,28.5,20,0.2
1039,10643,ALFKI,6,1997-08-25,1997-09-02,1,29.46,28,45.6,15,0.25
1040,10643,ALFKI,6,1997-08-25,1997-09-02,1,29.46,39,18,21,0.25
1041,10643,ALFKI,6,1997-08-25,1997-09-02,1,29.46,46,12,2,0.25
1042,10644,WELLI,3,1997-08-25,1997-09-01,2,0.14,18,62.5,4,0.1
1043,10644,WELLI,3,1997-08-25,1997-09-01,2,0.14,43,46,20,0
1044,10644,WELLI,3,1997-08-25,1997-09-01,2,0.14,46,12,21,0.1
1045,10645,HANAR,4,1997-08-26,1997-09-02,1,12.41,18,62.5,20,0
1046,10645,HANAR,4,1997-08-26,1997-09-02,1,12.41,36,19,15,0
1047,10646,HUNGO,9,1997-08-27,1997-09-03,3,142.33,1,18,15,0.25
1048,10646,HUNGO,9,1997-08-27,1997-09-03,3,142.33,10,31,18,0.25
1049,10646,HUNGO,9,1997-08-27,1997-09-03,3,142.33,71,21.5,30,0.25
1050,10646,HUNGO,9,1997-08-27,1997-09-03,3,142.33,77,13,35,0.25
1051,10647,QUEDE,4,1997-08-27,1997-09-03,2,45.54,19,9.2,30,0
1052,10647,QUEDE,4,1997-08-27,1997-09-03,2,45.54,39,18,20,0
1053,10648,RICAR,5,1997-08-28,1997-09-09,2,14.25,22,21,15,0
1054,10648,RICAR,5,1997-08-28,1997-09-09,2,14.25,24,4.5,15,0.15
1055,10649,MAISD,5,1997-08-28,1997-08-29,3,6.2,28,45.6,20,0
1056,10649,MAISD,5,1997-08-28,1997-08-29,3,6.2,72,34.8,15,0
1057,10650,FAMIA,5,1997-08-29,1997-09-03,3,176.81,30,25.89,30,0
1058,10650,FAMIA,5,1997-08-29,1997-09-03,3,176.81,53,32.8,25,0.05
1059,10650,FAMIA,5,1997-08-29,1997-09-03,3,176.81,54,7.45,30,0
1060,10651,WANDK,8,1997-09-01,1997-09-11,2,20.6,19,9.2,12,0.25
1061,10651,WANDK,8,1997-09-01,1997-09-11,2,20.6,22,21,20,0.25
1062,10652,GOURL,4,1997-09-01,1997-09-08,2,7.14,30,25.89,2,0.25
1063,10652,GOURL,4,1997-09-01,1997-09-08,2,7.14,42,14,20,0
1064,10653,FRANK,1,1997-09-02,1997-09-19,1,93.25,16,17.45,30,0.1
1065,10653,FRANK,1,1997-09-02,1997-09-19,1,93.25,60,34,20,0.1
1066,10654,BERGS,5,1997-09-02,1997-09-11,1,55.26,4,22,12,0.1
1067,10654,BERGS,5,1997-09-02,1997-09-11,1,55.26,39,18,20,0.1
1068,10654,BERGS,5,1997-09-02,1997-09-11,1,55.26,54,7.45,6,0.1
1069,10655,REGGC,1,1997-09-03,1997-09-11,2,4.41,41,9.65,20,0.2
1070,10656,GREAL,6,1997-09-04,1997-09-10,1,57.15,14,23.25,3,0.1
1071,10656,GREAL,6,1997-09-04,1997-09-10,1,57.15,44,19.45,28,0.1
1072,10656,GREAL,6,1997-09-04,1997-09-10,1,57.15,47,9.5,6,0.1
1073,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,15,15.5,50,0
1074,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,41,9.65,24,0
1075,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,46,12,45,0
1076,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,47,9.5,10,0
1077,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,56,38,45,0
1078,10657,SAVEA,2,1997-09-04,1997-09-15,2,352.69,60,34,30,0
1079,10658,QUICK,4,1997-09-05,1997-09-08,1,364.15,21,10,60,0
1080,10658,QUICK,4,1997-09-05,1997-09-08,1,364.15,40,18.4,70,0.05
1081,10658,QUICK,4,1997-09-05,1997-09-08,1,364.15,60,34,55,0.05
1082,10658,QUICK,4,1997-09-05,1997-09-08,1,364.15,77,13,70,0.05
1083,10659,QUEEN,7,1997-09-05,1997-09-10,2,105.81,31,12.5,20,0.05
1084,10659,QUEEN,7,1997-09-05,1997-09-10,2,105.81,40,18.4,24,0.05
1085,10659,QUEEN,7,1997-09-05,1997-09-10,2,105.81,70,15,40,0.05
1086,10660,HUNGC,8,1997-09-08,1997-10-15,1,111.29,20,81,21,0
1087,10661,HUNGO,7,1997-09-09,1997-09-15,3,17.55,39,18,3,0.2
1088,10661,HUNGO,7,1997-09-09,1997-09-15,3,17.55,58,13.25,49,0.2
1089,10662,LONEP,3,1997-09-09,1997-09-18,2,1.28,68,12.5,10,0
1090,10663,BONAP,2,1997-09-10,1997-10-03,2,113.15,40,18.4,30,0.05
1091,10663,BONAP,2,1997-09-10,1997-10-03,2,113.15,42,14,30,0.05
1092,10663,BONAP,2,1997-09-10,1997-10-03,2,113.15,51,53,20,0.05
1093,10664,FURIB,1,1997-09-10,1997-09-19,3,1.27,10,31,24,0.15
1094,10664,FURIB,1,1997-09-10,1997-09-19,3,1.27,56,38,12,0.15
1095,10664,FURIB,1,1997-09-10,1997-09-19,3,1.27,65,21.05,15,0.15
1096,10665,LONEP,1,1997-09-11,1997-09-17,2,26.31,51,53,20,0
1097,10665,LONEP,1,1997-09-11,1997-09-17,2,26.31,59,55,1,0
1098,10665,LONEP,1,1997-09-11,1997-09-17,2,26.31,76,18,10,0
1099,10666,RICSU,7,1997-09-12,1997-09-22,2,232.42,29,123.79,36,0
1100,10666,RICSU,7,1997-09-12,1997-09-22,2,232.42,65,21.05,10,0
1101,10667,ERNSH,7,1997-09-12,1997-09-19,1,78.09,69,36,45,0.2
1102,10667,ERNSH,7,1997-09-12,1997-09-19,1,78.09,71,21.5,14,0.2
1103,10668,WANDK,1,1997-09-15,1997-09-23,2,47.22,31,12.5,8,0.1
1104,10668,WANDK,1,1997-09-15,1997-09-23,2,47.22,55,24,4,0.1
1105,10668,WANDK,1,1997-09-15,1997-09-23,2,47.22,64,33.25,15,0.1
1106,10669,SIMOB,2,1997-09-15,1997-09-22,1,24.39,36,19,30,0
1107,10670,FRANK,4,1997-09-16,1997-09-18,1,203.48,23,9,32,0
1108,10670,FRANK,4,1997-09-16,1997-09-18,1,203.48,46,12,60,0
1109,10670,FRANK,4,1997-09-16,1997-09-18,1,203.48,67,14,25,0
1110,10670,FRANK,4,1997-09-16,1997-09-18,1,203.48,73,15,50,0
1111,10670,FRANK,4,1997-09-16,1997-09-18,1,203.48,75,7.75,25,0
1112,10671,FRANR,1,1997-09-17,1997-09-24,1,30.34,16,17.45,10,0
1113,10671,FRANR,1,1997-09-17,1997-09-24,1,30.34,62,49.3,10,0
1114,10671,FRANR,1,1997-09-17,1997-09-24,1,30.34,65,21.05,12,0
1115,10672,BERGS,9,1997-09-17,1997-09-26,2,95.75,38,263.5,15,0.1
1116,10672,BERGS,9,1997-09-17,1997-09-26,2,95.75,71,21.5,12,0
1117,10673,WILMK,2,1997-09-18,1997-09-19,1,22.76,16,17.45,3,0
1118,10673,WILMK,2,1997-09-18,1997-09-19,1,22.76,42,14,6,0
1119,10673,WILMK,2,1997-09-18,1997-09-19,1,22.76,43,46,6,0
1120,10674,ISLAT,4,1997-09-18,1997-09-30,2,0.9,23,9,5,0
1121,10675,FRANK,5,1997-09-19,1997-09-23,2,31.85,14,23.25,30,0
1122,10675,FRANK,5,1997-09-19,1997-09-23,2,31.85,53,32.8,10,0
1123,10675,FRANK,5,1997-09-19,1997-09-23,2,31.85,58,13.25,30,0
1124,10676,TORTU,2,1997-09-22,1997-09-29,2,2.01,10,31,2,0
1125,10676,TORTU,2,1997-09-22,1997-09-29,2,2.01,19,9.2,7,0
1126,10676,TORTU,2,1997-09-22,1997-09-29,2,2.01,44,19.45,21,0
1127,10677,ANTON,1,1997-09-22,1997-09-26,3,4.03,26,31.23,30,0.15
1128,10677,ANTON,1,1997-09-22,1997-09-26,3,4.03,33,2.5,8,0.15
1129,10678,SAVEA,7,1997-09-23,1997-10-16,3,388.98,12,38,100,0
1130,10678,SAVEA,7,1997-09-23,1997-10-16,3,388.98,33,2.5,30,0
1131,10678,SAVEA,7,1997-09-23,1997-10-16,3,388.98,41,9.65,120,0
1132,10678,SAVEA,7,1997-09-23,1997-10-16,3,388.98,54,7.45,30,0
1133,10679,BLONP,8,1997-09-23,1997-09-30,3,27.94,59,55,12,0
1134,10680,OLDWO,1,1997-09-24,1997-09-26,1,26.61,16,17.45,50,0.25
1135,10680,OLDWO,1,1997-09-24,1997-09-26,1,26.61,31,12.5,20,0.25
1136,10680,OLDWO,1,1997-09-24,1997-09-26,1,26.61,42,14,40,0.25
1137,10681,GREAL,3,1997-09-25,1997-09-30,3,76.13,19,9.2,30,0.1
1138,10681,GREAL,3,1997-09-25,1997-09-30,3,76.13,21,10,12,0.1
1139,10681,GREAL,3,1997-09-25,1997-09-30,3,76.13,64,33.25,28,0
1140,10682,ANTON,3,1997-09-25,1997-10-01,2,36.13,33,2.5,30,0
1141,10682,ANTON,3,1997-09-25,1997-10-01,2,36.13,66,17,4,0
1142,10682,ANTON,3,1997-09-25,1997-10-01,2,36.13,75,7.75,30,0
1143,10683,DUMON,2,1997-09-26,1997-10-01,1,4.4,52,7,9,0
1144,10684,OTTIK,3,1997-09-26,1997-09-30,1,145.63,40,18.4,20,0
1145,10684,OTTIK,3,1997-09-26,1997-09-30,1,145.63,47,9.5,40,0
1146,10684,OTTIK,3,1997-09-26,1997-09-30,1,145.63,60,34,30,0
1147,10685,GOURL,4,1997-09-29,1997-10-03,2,33.75,10,31,20,0
1148,10685,GOURL,4,1997-09-29,1997-10-03,2,33.75,41,9.65,4,0
1149,10685,GOURL,4,1997-09-29,1997-10-03,2,33.75,47,9.5,15,0
1150,10686,PICCO,2,1997-09-30,1997-10-08,1,96.5,17,39,30,0.2
1151,10686,PICCO,2,1997-09-30,1997-10-08,1,96.5,26,31.23,15,0
1152,10687,HUNGO,9,1997-09-30,1997-10-30,2,296.43,9,97,50,0.25
1153,10687,HUNGO,9,1997-09-30,1997-10-30,2,296.43,29,123.79,10,0
1154,10687,HUNGO,9,1997-09-30,1997-10-30,2,296.43,36,19,6,0.25
1155,10688,VAFFE,4,1997-10-01,1997-10-07,2,299.09,10,31,18,0.1
1156,10688,VAFFE,4,1997-10-01,1997-10-07,2,299.09,28,45.6,60,0.1
1157,10688,VAFFE,4,1997-10-01,1997-10-07,2,299.09,34,14,14,0
1158,10689,BERGS,1,1997-10-01,1997-10-07,2,13.42,1,18,35,0.25
1159,10690,HANAR,1,1997-10-02,1997-10-03,1,15.8,56,38,20,0.25
1160,10690,HANAR,1,1997-10-02,1997-10-03,1,15.8,77,13,30,0.25
1161,10691,QUICK,2,1997-10-03,1997-10-22,2,810.05,1,18,30,0
1162,10691,QUICK,2,1997-10-03,1997-10-22,2,810.05,29,123.79,40,0
1163,10691,QUICK,2,1997-10-03,1997-10-22,2,810.05,43,46,40,0
1164,10691,QUICK,2,1997-10-03,1997-10-22,2,810.05,44,19.45,24,0
1165,10691,QUICK,2,1997-10-03,1997-10-22,2,810.05,62,49.3,48,0
1166,10692,ALFKI,4,1997-10-03,1997-10-13,2,61.02,63,43.9,20,0
1167,10693,WHITC,3,1997-10-06,1997-10-10,3,139.34,9,97,6,0
1168,10693,WHITC,3,1997-10-06,1997-10-10,3,139.34,54,7.45,60,0.15
1169,10693,WHITC,3,1997-10-06,1997-10-10,3,139.34,69,36,30,0.15
1170,10693,WHITC,3,1997-10-06,1997-10-10,3,139.34,73,15,15,0.15
1171,10694,QUICK,8,1997-10-06,1997-10-09,3,398.36,7,30,90,0
1172,10694,QUICK,8,1997-10-06,1997-10-09,3,398.36,59,55,25,0
1173,10694,QUICK,8,1997-10-06,1997-10-09,3,398.36,70,15,50,0
1174,10695,WILMK,7,1997-10-07,1997-10-14,1,16.72,8,40,10,0
1175,10695,WILMK,7,1997-10-07,1997-10-14,1,16.72,12,38,4,0
1176,10695,WILMK,7,1997-10-07,1997-10-14,1,16.72,24,4.5,20,0
1177,10696,WHITC,8,1997-10-08,1997-10-14,3,102.55,17,39,20,0
1178,10696,WHITC,8,1997-10-08,1997-10-14,3,102.55,46,12,18,0
1179,10697,LINOD,3,1997-10-08,1997-10-14,1,45.52,19,9.2,7,0.25
1180,10697,LINOD,3,1997-10-08,1997-10-14,1,45.52,35,18,9,0.25
1181,10697,LINOD,3,1997-10-08,1997-10-14,1,45.52,58,13.25,30,0.25
1182,10697,LINOD,3,1997-10-08,1997-10-14,1,45.52,70,15,30,0.25
1183,10698,ERNSH,4,1997-10-09,1997-10-17,1,272.47,11,21,15,0
1184,10698,ERNSH,4,1997-10-09,1997-10-17,1,272.47,17,39,8,0.05
1185,10698,ERNSH,4,1997-10-09,1997-10-17,1,272.47,29,123.79,12,0.05
1186,10698,ERNSH,4,1997-10-09,1997-10-17,1,272.47,65,21.05,65,0.05
1187,10698,ERNSH,4,1997-10-09,1997-10-17,1,272.47,70,15,8,0.05
1188,10699,MORGK,3,1997-10-09,1997-10-13,3,0.58,47,9.5,12,0
1189,10700,SAVEA,3,1997-10-10,1997-10-16,1,65.1,1,18,5,0.2
1190,10700,SAVEA,3,1997-10-10,1997-10-16,1,65.1,34,14,12,0.2
1191,10700,SAVEA,3,1997-10-10,1997-10-16,1,65.1,68,12.5,40,0.2
1192,10700,SAVEA,3,1997-10-10,1997-10-16,1,65.1,71,21.5,60,0.2
1193,10701,HUNGO,6,1997-10-13,1997-10-15,3,220.31,59,55,42,0.15
1194,10701,HUNGO,6,1997-10-13,1997-10-15,3,220.31,71,21.5,20,0.15
1195,10701,HUNGO,6,1997-10-13,1997-10-15,3,220.31,76,18,35,0.15
1196,10702,ALFKI,4,1997-10-13,1997-10-21,1,23.94,3,10,6,0
1197,10702,ALFKI,4,1997-10-13,1997-10-21,1,23.94,76,18,15,0
1198,10703,FOLKO,6,1997-10-14,1997-10-20,2,152.3,2,19,5,0
1199,10703,FOLKO,6,1997-10-14,1997-10-20,2,152.3,59,55,35,0
1200,10703,FOLKO,6,1997-10-14,1997-10-20,2,152.3,73,15,35,0
1201,10704,QUEEN,6,1997-10-14,1997-11-07,1,4.78,4,22,6,0
1202,10704,QUEEN,6,1997-10-14,1997-11-07,1,4.78,24,4.5,35,0
1203,10704,QUEEN,6,1997-10-14,1997-11-07,1,4.78,48,12.75,24,0
1204,10705,HILAA,9,1997-10-15,1997-11-18,2,3.52,31,12.5,20,0
1205,10705,HILAA,9,1997-10-15,1997-11-18,2,3.52,32,32,4,0
1206,10706,OLDWO,8,1997-10-16,1997-10-21,3,135.63,16,17.45,20,0
1207,10706,OLDWO,8,1997-10-16,1997-10-21,3,135.63,43,46,24,0
1208,10706,OLDWO,8,1997-10-16,1997-10-21,3,135.63,59,55,8,0
1209,10707,AROUT,4,1997-10-16,1997-10-23,3,21.74,55,24,21,0
1210,10707,AROUT,4,1997-10-16,1997-10-23,3,21.74,57,19.5,40,0
1211,10707,AROUT,4,1997-10-16,1997-10-23,3,21.74,70,15,28,0.15
1212,10708,THEBI,6,1997-10-17,1997-11-05,2,2.96,5,21.35,4,0
1213,10708,THEBI,6,1997-10-17,1997-11-05,2,2.96,36,19,5,0
1214,10709,GOURL,1,1997-10-17,1997-11-20,3,210.8,8,40,40,0
1215,10709,GOURL,1,1997-10-17,1997-11-20,3,210.8,51,53,28,0
1216,10709,GOURL,1,1997-10-17,1997-11-20,3,210.8,60,34,10,0
1217,10710,FRANS,1,1997-10-20,1997-10-23,1,4.98,19,9.2,5,0
1218,10710,FRANS,1,1997-10-20,1997-10-23,1,4.98,47,9.5,5,0
1219,10711,SAVEA,5,1997-10-21,1997-10-29,2,52.41,19,9.2,12,0
1220,10711,SAVEA,5,1997-10-21,1997-10-29,2,52.41,41,9.65,42,0
1221,10711,SAVEA,5,1997-10-21,1997-10-29,2,52.41,53,32.8,120,0
1222,10712,HUNGO,3,1997-10-21,1997-10-31,1,89.93,53,32.8,3,0.05
1223,10712,HUNGO,3,1997-10-21,1997-10-31,1,89.93,56,38,30,0
1224,10713,SAVEA,1,1997-10-22,1997-10-24,1,167.05,10,31,18,0
1225,10713,SAVEA,1,1997-10-22,1997-10-24,1,167.05,26,31.23,30,0
1226,10713,SAVEA,1,1997-10-22,1997-10-24,1,167.05,45,9.5,110,0
1227,10713,SAVEA,1,1997-10-22,1997-10-24,1,167.05,46,12,24,0
1228,10714,SAVEA,5,1997-10-22,1997-10-27,3,24.49,2,19,30,0.25
1229,10714,SAVEA,5,1997-10-22,1997-10-27,3,24.49,17,39,27,0.25
1230,10714,SAVEA,5,1997-10-22,1997-10-27,3,24.49,47,9.5,50,0.25
1231,10714,SAVEA,5,1997-10-22,1997-10-27,3,24.49,56,38,18,0.25
1232,10714,SAVEA,5,1997-10-22,1997-10-27,3,24.49,58,13.25,12,0.25
1233,10715,BONAP,3,1997-10-23,1997-10-29,1,63.2,10,31,21,0
1234,10715,BONAP,3,1997-10-23,1997-10-29,1,63.2,71,21.5,30,0
1235,10716,RANCH,4,1997-10-24,1997-10-27,2,22.57,21,10,5,0
1236,10716,RANCH,4,1997-10-24,1997-10-27,2,22.57,51,53,7,0
1237,10716,RANCH,4,1997-10-24,1997-10-27,2,22.57,61,28.5,10,0
1238,10717,FRANK,1,1997-10-24,1997-10-29,2,59.25,21,10,32,0.05
1239,10717,FRANK,1,1997-10-24,1997-10-29,2,59.25,54,7.45,15,0
1240,10717,FRANK,1,1997-10-24,1997-10-29,2,59.25,69,36,25,0.05
1241,10718,KOENE,1,1997-10-27,1997-10-29,3,170.88,12,38,36,0
1242,10718,KOENE,1,1997-10-27,1997-10-29,3,170.88,16,17.45,20,0
1243,10718,KOENE,1,1997-10-27,1997-10-29,3,170.88,36,19,40,0
1244,10718,KOENE,1,1997-10-27,1997-10-29,3,170.88,62,49.3,20,0
1245,10719,LETSS,8,1997-10-27,1997-11-05,2,51.44,18,62.5,12,0.25
1246,10719,LETSS,8,1997-10-27,1997-11-05,2,51.44,30,25.89,3,0.25
1247,10719,LETSS,8,1997-10-27,1997-11-05,2,51.44,54,7.45,40,0.25
1248,10720,QUEDE,8,1997-10-28,1997-11-05,2,9.53,35,18,21,0
1249,10720,QUEDE,8,1997-10-28,1997-11-05,2,9.53,71,21.5,8,0
1250,10721,QUICK,5,1997-10-29,1997-10-31,3,48.92,44,19.45,50,0.05
1251,10722,SAVEA,8,1997-10-29,1997-11-04,1,74.58,2,19,3,0
1252,10722,SAVEA,8,1997-10-29,1997-11-04,1,74.58,31,12.5,50,0
1253,10722,SAVEA,8,1997-10-29,1997-11-04,1,74.58,68,12.5,45,0
1254,10722,SAVEA,8,1997-10-29,1997-11-04,1,74.58,75,7.75,42,0
1255,10723,WHITC,3,1997-10-30,1997-11-25,1,21.72,26,31.23,15,0
1256,10724,MEREP,8,1997-10-30,1997-11-05,2,57.75,10,31,16,0
1257,10724,MEREP,8,1997-10-30,1997-11-05,2,57.75,61,28.5,5,0
1258,10725,FAMIA,4,1997-10-31,1997-11-05,3,10.83,41,9.65,12,0
1259,10725,FAMIA,4,1997-10-31,1997-11-05,3,10.83,52,7,4,0
1260,10725,FAMIA,4,1997-10-31,1997-11-05,3,10.83,55,24,6,0
1261,10726,EASTC,4,1997-11-03,1997-12-05,1,16.56,4,22,25,0
1262,10726,EASTC,4,1997-11-03,1997-12-05,1,16.56,11,21,5,0
1263,10727,REGGC,2,1997-11-03,1997-12-05,1,89.9,17,39,20,0.05
1264,10727,REGGC,2,1997-11-03,1997-12-05,1,89.9,56,38,10,0.05
1265,10727,REGGC,2,1997-11-03,1997-12-05,1,89.9,59,55,10,0.05
1266,10728,QUEEN,4,1997-11-04,1997-11-11,2,58.33,30,25.89,15,0
1267,10728,QUEEN,4,1997-11-04,1997-11-11,2,58.33,40,18.4,6,0
1268,10728,QUEEN,4,1997-11-04,1997-11-11,2,58.33,55,24,12,0
1269,10728,QUEEN,4,1997-11-04,1997-11-11,2,58.33,60,34,15,0
1270,10729,LINOD,8,1997-11-04,1997-11-14,3,141.06,1,18,50,0
1271,10729,LINOD,8,1997-11-04,1997-11-14,3,141.06,21,10,30,0
1272,10729,LINOD,8,1997-11-04,1997-11-14,3,141.06,50,16.25,40,0
1273,10730,BONAP,5,1997-11-05,1997-11-14,1,20.12,16,17.45,15,0.05
1274,10730,BONAP,5,1997-11-05,1997-11-14,1,20.12,31,12.5,3,0.05
1275,10730,BONAP,5,1997-11-05,1997-11-14,1,20.12,65,21.05,10,0.05
1276,10731,CHOPS,7,1997-11-06,1997-11-14,1,96.65,21,10,40,0.05
1277,10731,CHOPS,7,1997-11-06,1997-11-14,1,96.65,51,53,30,0.05
1278,10732,BONAP,3,1997-11-06,1997-11-07,1,16.97,76,18,20,0
1279,10733,BERGS,1,1997-11-07,1997-11-10,3,110.11,14,23.25,16,0
1280,10733,BERGS,1,1997-11-07,1997-11-10,3,110.11,28,45.6,20,0
1281,10733,BERGS,1,1997-11-07,1997-11-10,3,110.11,52,7,25,0
1282,10734,GOURL,2,1997-11-07,1997-11-12,3,1.63,6,25,30,0
1283,10734,GOURL,2,1997-11-07,1997-11-12,3,1.63,30,25.89,15,0
1284,10734,GOURL,2,1997-11-07,1997-11-12,3,1.63,76,18,20,0
1285,10735,LETSS,6,1997-11-10,1997-11-21,2,45.97,61,28.5,20,0.1
1286,10735,LETSS,6,1997-11-10,1997-11-21,2,45.97,77,13,2,0.1
1287,10736,HUNGO,9,1997-11-11,1997-11-21,2,44.1,65,21.05,40,0
1288,10736,HUNGO,9,1997-11-11,1997-11-21,2,44.1,75,7.75,20,0
1289,10737,VINET,2,1997-11-11,1997-11-18,2,7.79,13,6,4,0
1290,10737,VINET,2,1997-11-11,1997-11-18,2,7.79,41,9.65,12,0
1291,10738,SPECD,2,1997-11-12,1997-11-18,1,2.91,16,17.45,3,0
1292,10739,VINET,3,1997-11-12,1997-11-17,3,11.08,36,19,6,0
1293,10739,VINET,3,1997-11-12,1997-11-17,3,11.08,52,7,18,0
1294,10740,WHITC,4,1997-11-13,1997-11-25,2,81.88,28,45.6,5,0.2
1295,10740,WHITC,4,1997-11-13,1997-11-25,2,81.88,35,18,35,0.2
1296,10740,WHITC,4,1997-11-13,1997-11-25,2,81.88,45,9.5,40,0.2
1297,10740,WHITC,4,1997-11-13,1997-11-25,2,81.88,56,38,14,0.2
1298,10741,AROUT,4,1997-11-14,1997-11-18,3,10.96,2,19,15,0.2
1299,10742,BOTTM,3,1997-11-14,1997-11-18,3,243.73,3,10,20,0
1300,10742,BOTTM,3,1997-11-14,1997-11-18,3,243.73,60,34,50,0
1301,10742,BOTTM,3,1997-11-14,1997-11-18,3,243.73,72,34.8,35,0
1302,10743,AROUT,1,1997-11-17,1997-11-21,2,23.72,46,12,28,0.05
1303,10744,VAFFE,6,1997-11-17,1997-11-24,1,69.19,40,18.4,50,0.2
